data_captura,no_entidade,link,Tipo de Rating,Rating,Data da Ação de Rating,Ação de Rating,CreditWatch/ Perspectiva,dt_captura
,QI Sociedade de Credito Direto S.A.,https://www.fitchratings.com/entity/qi-sociedade-de-credito-direto-sa-97480532,National Long Term Rating,AA-(bra),2025-10-03,Upgrade,Rating Outlook Positive,2026-06-08
,Localiza Fleet S.A.,https://www.fitchratings.com/entity/localiza-fleet-sa-96673245,National Long Term Rating,AAA(bra),2025-10-03,Affirmed,Rating Outlook Stable,2026-06-08
,BB Gestao de Recursos - Distribuidora de Titulos e Valores Mobiliarios S.A.,https://www.fitchratings.com/entity/bb-gestao-de-recursos-distribuidora-de-titulos-e-valores-mobiliarios-sa-96221299,Investment Management Quality Rating,Excellent,2025-10-01,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Brasileiro de Credito S.A,https://www.fitchratings.com/entity/banco-brasileiro-de-credito-sa-97563747,National Long Term Rating,AA-(bra),2025-09-30,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Brasileiro de Credito S.A,https://www.fitchratings.com/entity/banco-brasileiro-de-credito-sa-97563747,National Short Term Rating,F1+(bra),2025-09-30,Affirmed,,2026-06-08
,CVC Brasil Operadora e Agencia de Viagens S.A.,https://www.fitchratings.com/entity/cvc-brasil-operadora-e-agencia-de-viagens-sa-96551609,National Long Term Rating,BBB(bra),2025-09-29,Affirmed,Rating Outlook Positive,2026-06-08
,"Armac Locacao, Logistica e Servicos S.A.",https://www.fitchratings.com/entity/armac-locacao-logistica-e-servicos-sa-97292519,National Long Term Rating,AA-(bra),2025-09-25,Affirmed,Rating Outlook Stable,2026-06-08
,ALLOS S.A.,https://www.fitchratings.com/entity/aliansce-sonae-shopping-centers-sa-96177979,National Long Term Rating,AAA(bra),2025-09-25,Affirmed,Rating Outlook Stable,2026-06-08
,BR Malls Participacoes S.A.,https://www.fitchratings.com/entity/br-malls-participacoes-sa-87213182,National Long Term Rating,AAA(bra),2025-09-25,Affirmed,Rating Outlook Stable,2026-06-08
,BR Malls Participacoes S.A.,https://www.fitchratings.com/entity/br-malls-participacoes-sa-87213182,Long Term Issuer Default Rating,WD,2024-02-29,Withdrawn,,2026-06-08
,BR Malls Participacoes S.A.,https://www.fitchratings.com/entity/br-malls-participacoes-sa-87213182,Local Currency Long Term Issuer Default Rating,WD,2024-02-29,Withdrawn,,2026-06-08
,Alianca Geracao de Energia S.A.,https://www.fitchratings.com/entity/alianca-geracao-de-energia-sa-96605787,National Long Term Rating,AAA(bra),2025-09-24,Affirmed,Rating Outlook Stable,2026-06-08
,Cielo S.A. - Instituicao de Pagamento,https://www.fitchratings.com/entity/cielo-sa-90377667,National Long Term Rating,AAA(bra),2025-09-22,Affirmed,Rating Outlook Stable,2026-06-08
,Cielo S.A. - Instituicao de Pagamento,https://www.fitchratings.com/entity/cielo-sa-90377667,Local Currency Long Term Issuer Default Rating,WD,2025-04-01,Withdrawn,,2026-06-08
,Cielo S.A. - Instituicao de Pagamento,https://www.fitchratings.com/entity/cielo-sa-90377667,Long Term Issuer Default Rating,WD,2025-04-01,Withdrawn,,2026-06-08
,Cooperativa de Credito Vale do Itajai - Viacredi,https://www.fitchratings.com/entity/cooperativa-de-credito-vale-do-itajai-viacredi-97229249,National Short Term Rating,F1+(bra),2025-09-19,Affirmed,,2026-06-08
,Cooperativa de Credito Vale do Itajai - Viacredi,https://www.fitchratings.com/entity/cooperativa-de-credito-vale-do-itajai-viacredi-97229249,National Long Term Rating,AA-(bra),2025-09-19,Affirmed,Rating Outlook Positive,2026-06-08
,Efi S.A. - Instituicao de Pagamento,https://www.fitchratings.com/entity/efi-sa-instituicao-de-pagamento-97765709,National Short Term Rating,F1(bra),2025-09-19,New Rating,,2026-06-08
,Efi S.A. - Instituicao de Pagamento,https://www.fitchratings.com/entity/efi-sa-instituicao-de-pagamento-97765709,National Long Term Rating,A(bra),2025-09-19,New Rating,Rating Outlook Stable,2026-06-08
,Sisprime do Brasil - Cooperativa de Credito,https://www.fitchratings.com/entity/uniprime-norte-do-parana-cooperativa-de-credito-ltda-96207048,National Long Term Rating,AA-(bra),2025-09-19,Upgrade,Rating Outlook Stable,2026-06-08
,Sisprime do Brasil - Cooperativa de Credito,https://www.fitchratings.com/entity/uniprime-norte-do-parana-cooperativa-de-credito-ltda-96207048,National Short Term Rating,F1+(bra),2025-09-19,Upgrade,,2026-06-08
,Daycoval Seguros S.A.,https://www.fitchratings.com/entity/bmg-seguros-sa-97541371,National Long Term Insurer Financial Strength,AA+(bra),2025-09-19,Upgrade,Rating Outlook Stable,2026-06-08
,Omni Banco S.A.,https://www.fitchratings.com/entity/omni-banco-sa-80543468,National Long Term Rating,BBB(bra),2025-09-18,Affirmed,Rating Outlook Stable,2026-06-08
,Omni Banco S.A.,https://www.fitchratings.com/entity/omni-banco-sa-80543468,National Short Term Rating,F2(bra),2025-09-18,Affirmed,,2026-06-08
,Omni Banco S.A.,https://www.fitchratings.com/entity/omni-banco-sa-80543468,Support Rating,WD,2015-09-09,Withdrawn,,2026-06-08
,Omni Banco S.A.,https://www.fitchratings.com/entity/omni-banco-sa-80543468,Local Currency Short Term Issuer Default Rating,WD,2015-09-09,Withdrawn,,2026-06-08
,Omni Banco S.A.,https://www.fitchratings.com/entity/omni-banco-sa-80543468,Local Currency Long Term Issuer Default Rating,WD,2015-09-09,Withdrawn,,2026-06-08
,Omni Banco S.A.,https://www.fitchratings.com/entity/omni-banco-sa-80543468,Long Term Issuer Default Rating,WD,2015-09-09,Withdrawn,,2026-06-08
,Omni Banco S.A.,https://www.fitchratings.com/entity/omni-banco-sa-80543468,Short Term Issuer Default Rating,WD,2015-09-09,Withdrawn,,2026-06-08
,Omni Banco S.A.,https://www.fitchratings.com/entity/omni-banco-sa-80543468,Viability Rating,WD,2012-03-28,Withdrawn,,2026-06-08
,Omni Banco S.A.,https://www.fitchratings.com/entity/omni-banco-sa-80543468,Individual Rating,WD,2012-01-25,Withdrawn,,2026-06-08
,"Omni S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461,National Short Term Rating,F2(bra),2025-09-18,Affirmed,,2026-06-08
,"Omni S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461,National Long Term Rating,BBB(bra),2025-09-18,Affirmed,Rating Outlook Stable,2026-06-08
,"Omni S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461,Long Term Issuer Default Rating,WD,2017-05-04,Withdrawn,,2026-06-08
,"Omni S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461,Short Term Issuer Default Rating,WD,2017-05-04,Withdrawn,,2026-06-08
,"Omni S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461,Local Currency Long Term Issuer Default Rating,WD,2017-05-04,Withdrawn,,2026-06-08
,"Omni S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461,Local Currency Short Term Issuer Default Rating,WD,2017-05-04,Withdrawn,,2026-06-08
,"Omni S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461,Support Rating,WD,2016-09-27,Withdrawn,,2026-06-08
,"Omni S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461,Support Rating Floor,WD,2016-09-27,Withdrawn,,2026-06-08
,"Omni S.A. - Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/omni-sa-credito-financiamento-e-investimento-89593461,Viability Rating,WD,2014-05-28,Withdrawn,,2026-06-08
,Porto Seguro Investimentos Ltda.,https://www.fitchratings.com/entity/porto-seguro-investimentos-ltda-96510346,Investment Management Quality Rating,Excellent,2025-09-18,Affirmed,Rating Outlook Stable,2026-06-08
,"Sao Paulo, Municipality of",https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890,Long Term Issuer Default Rating,BB,2025-09-18,Review - No Action,Rating Outlook Stable,2026-06-08
,"Sao Paulo, Municipality of",https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890,Short Term Issuer Default Rating,B,2025-09-18,Review - No Action,,2026-06-08
,"Sao Paulo, Municipality of",https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890,Local Currency Short Term Issuer Default Rating,B,2025-09-18,Review - No Action,,2026-06-08
,"Sao Paulo, Municipality of",https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890,Local Currency Long Term Issuer Default Rating,BB,2025-09-18,Review - No Action,Rating Outlook Stable,2026-06-08
,"Sao Paulo, Municipality of",https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890,National Long Term Rating,AAA(bra),2025-09-18,Review - No Action,Rating Outlook Stable,2026-06-08
,"Sao Paulo, Municipality of",https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890,National Short Term Rating,F1+(bra),2025-09-18,Review - No Action,,2026-06-08
,"Sao Paulo, Municipality of",https://www.fitchratings.com/entity/sao-paulo-municipality-of-93835890,Standalone Credit Profile,bbb+,2025-09-18,Review - No Action,,2026-06-08
,Havan S.A.,https://www.fitchratings.com/entity/havan-sa-96189218,National Long Term Rating,AAA(bra),2025-09-16,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Imobiliaria de Brasilia (Terracap),https://www.fitchratings.com/entity/companhia-imobiliaria-de-brasilia-terracap-97616237,National Long Term Rating,A+(bra),2025-09-16,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Imobiliaria de Brasilia (Terracap),https://www.fitchratings.com/entity/companhia-imobiliaria-de-brasilia-terracap-97616237,National Short Term Rating,F1(bra),2025-09-16,Affirmed,,2026-06-08
,Banco Triangulo S.A.,https://www.fitchratings.com/entity/banco-triangulo-sa-80543474,National Long Term Rating,A-(bra),2025-09-12,Affirmed,Rating Outlook Positive,2026-06-08
,Banco Triangulo S.A.,https://www.fitchratings.com/entity/banco-triangulo-sa-80543474,National Short Term Rating,F2(bra),2025-09-12,Affirmed,,2026-06-08
,Banco Triangulo S.A.,https://www.fitchratings.com/entity/banco-triangulo-sa-80543474,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,V2i Energia S.A.,https://www.fitchratings.com/entity/v2i-energia-sa-97576213,National Long Term Rating,A(bra),2025-09-08,Affirmed,Rating Outlook Stable,2026-06-08
,Anima Holding S.A.,https://www.fitchratings.com/entity/anima-holding-sa-94141490,National Long Term Rating,AA(bra),2025-09-03,Review - No Action,Rating Outlook Stable,2026-06-08
,ESSENTIA PCHs S.A.,https://www.fitchratings.com/entity/contour-global-do-brasil-participacoes-sa-96630805,National Long Term Rating,WD(bra),2025-09-03,Withdrawn,,2026-06-08
,"Mills Locacao, Servicos e Logistica S.A.",https://www.fitchratings.com/entity/mills-estruturas-e-servicos-de-engenharia-sa-96795007,National Long Term Rating,WD(bra),2025-08-29,Withdrawn,,2026-06-08
,Alubar Metais e Cabos S.A.,https://www.fitchratings.com/entity/alubar-metais-e-cabos-sa-97322864,National Long Term Rating,A-(bra),2025-08-28,Publish,Rating Outlook Stable,2026-06-08
,CloudWalk Instituicao de Pagamento e Servicos Ltda.,https://www.fitchratings.com/entity/cloudwalk-instituicao-de-pagamento-e-servicos-ltda-97764117,National Long Term Rating,AA-(bra),2025-08-27,New Rating,Rating Outlook Positive,2026-06-08
,CloudWalk Instituicao de Pagamento e Servicos Ltda.,https://www.fitchratings.com/entity/cloudwalk-instituicao-de-pagamento-e-servicos-ltda-97764117,National Short Term Rating,F1+(bra),2025-08-27,New Rating,,2026-06-08
,"CloudWalk Financeira S.A. Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/cloudwalk-financeira-sa-credito-financiamento-e-investimento-97784613,National Long Term Rating,AA-(bra),2025-08-27,New Rating,Rating Outlook Positive,2026-06-08
,"CloudWalk Financeira S.A. Credito, Financiamento e Investimento",https://www.fitchratings.com/entity/cloudwalk-financeira-sa-credito-financiamento-e-investimento-97784613,National Short Term Rating,F1+(bra),2025-08-27,New Rating,,2026-06-08
,Cooperativa de Credito Sul-Serrana do Espirito Santo - Sicoob Sul-Serrano,https://www.fitchratings.com/entity/cooperativa-de-credito-sul-serrana-do-espirito-santo-sicoob-sul-serrano-96722697,National Short Term Rating,F1+(bra),2025-08-26,Affirmed,,2026-06-08
,Cooperativa de Credito Sul-Serrana do Espirito Santo - Sicoob Sul-Serrano,https://www.fitchratings.com/entity/cooperativa-de-credito-sul-serrana-do-espirito-santo-sicoob-sul-serrano-96722697,National Long Term Rating,AA+(bra),2025-08-26,Upgrade,Rating Outlook Stable,2026-06-08
,Cooperativa Central de Credito do Espirito Santo - Sicoob Central ES,https://www.fitchratings.com/entity/cooperativa-central-de-credito-do-espirito-santo-sicoob-central-es-96743383,National Long Term Rating,AA+(bra),2025-08-26,Upgrade,Rating Outlook Stable,2026-06-08
,Cooperativa Central de Credito do Espirito Santo - Sicoob Central ES,https://www.fitchratings.com/entity/cooperativa-central-de-credito-do-espirito-santo-sicoob-central-es-96743383,National Short Term Rating,F1+(bra),2025-08-26,Affirmed,,2026-06-08
,Cooperativa de Credito Sul-Litoranea do Espirito Santo - Sicoob Sul-Litoraneo,https://www.fitchratings.com/entity/cooperativa-de-credito-sul-litoranea-do-espirito-santo-sicoob-sul-litoraneo-96790669,National Long Term Rating,AA+(bra),2025-08-26,Upgrade,Rating Outlook Stable,2026-06-08
,Cooperativa de Credito Sul-Litoranea do Espirito Santo - Sicoob Sul-Litoraneo,https://www.fitchratings.com/entity/cooperativa-de-credito-sul-litoranea-do-espirito-santo-sicoob-sul-litoraneo-96790669,National Short Term Rating,F1+(bra),2025-08-26,Affirmed,,2026-06-08
,Cooperativa de Credito Credirochas - Sicoob Credirochas,https://www.fitchratings.com/entity/cooperativa-de-credito-dos-proprietarios-da-industria-de-rochas-ornamentais-cal-e-calcarios-do-estado-do-espirito-santo-sicoob-credirochas-96790654,National Short Term Rating,F1+(bra),2025-08-26,Affirmed,,2026-06-08
,Cooperativa de Credito Credirochas - Sicoob Credirochas,https://www.fitchratings.com/entity/cooperativa-de-credito-dos-proprietarios-da-industria-de-rochas-ornamentais-cal-e-calcarios-do-estado-do-espirito-santo-sicoob-credirochas-96790654,National Long Term Rating,AA+(bra),2025-08-26,Upgrade,Rating Outlook Stable,2026-06-08
,Cooperativa de Credito Coopermais - Sicoob Coopermais,https://www.fitchratings.com/entity/cooperativa-de-credito-centro-serrana-do-espirito-santo-sicoob-centro-serrano-96790672,National Short Term Rating,F1+(bra),2025-08-26,Affirmed,,2026-06-08
,Cooperativa de Credito Coopermais - Sicoob Coopermais,https://www.fitchratings.com/entity/cooperativa-de-credito-centro-serrana-do-espirito-santo-sicoob-centro-serrano-96790672,National Long Term Rating,AA+(bra),2025-08-26,Upgrade,Rating Outlook Stable,2026-06-08
,Cooperativa de Credito Conexao - Sicoob Conexao,https://www.fitchratings.com/entity/cooperativa-de-credito-leste-capixaba-sicoob-leste-capixaba-96790658,National Long Term Rating,AA+(bra),2025-08-26,Upgrade,Rating Outlook Stable,2026-06-08
,Cooperativa de Credito Conexao - Sicoob Conexao,https://www.fitchratings.com/entity/cooperativa-de-credito-leste-capixaba-sicoob-leste-capixaba-96790658,National Short Term Rating,F1+(bra),2025-08-26,Affirmed,,2026-06-08
,Cooperativa de Credito Sul do Espirito Santo - Sicoob Sul,https://www.fitchratings.com/entity/cooperativa-de-credito-sul-do-espirito-santo-sicoob-sul-96790661,National Short Term Rating,F1+(bra),2025-08-26,Affirmed,,2026-06-08
,Cooperativa de Credito Sul do Espirito Santo - Sicoob Sul,https://www.fitchratings.com/entity/cooperativa-de-credito-sul-do-espirito-santo-sicoob-sul-96790661,National Long Term Rating,AA+(bra),2025-08-26,Upgrade,Rating Outlook Stable,2026-06-08
,Sendas Distribuidora S/A,https://www.fitchratings.com/entity/sendas-distribuidora-s-a-97205339,National Long Term Rating,AAA(bra),2025-08-26,Affirmed,Rating Outlook Stable,2026-06-08
,Icred Solucoes Financeiras S.A,https://www.fitchratings.com/entity/icred-solucoes-financeiras-sa-97585696,ABS Primary Servicer Rating,ABPS3,2025-08-25,Publish,Rating Outlook Stable,2026-06-08
,Banco Rodobens S.A.,https://www.fitchratings.com/entity/banco-rodobens-sa-89100264,National Short Term Rating,F1+(bra),2025-08-22,Affirmed,,2026-06-08
,Banco Rodobens S.A.,https://www.fitchratings.com/entity/banco-rodobens-sa-89100264,National Long Term Rating,AA+(bra),2025-08-22,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Rodobens S.A.,https://www.fitchratings.com/entity/banco-rodobens-sa-89100264,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,M Dias Branco S.A. Industria e Comercio de Alimentos,https://www.fitchratings.com/entity/m-dias-branco-sa-industria-e-comercio-de-alimentos-96568122,National Long Term Rating,AAA(bra),2025-08-22,Affirmed,Rating Outlook Stable,2026-06-08
,Stark Bank S.A. - Instituicao de Pagamento,https://www.fitchratings.com/entity/stark-bank-sa-instituicao-de-pagamento-97502050,National Short Term Rating,F1(bra),2025-08-20,Affirmed,,2026-06-08
,Stark Bank S.A. - Instituicao de Pagamento,https://www.fitchratings.com/entity/stark-bank-sa-instituicao-de-pagamento-97502050,National Long Term Rating,A-(bra),2025-08-20,Affirmed,Rating Outlook Positive,2026-06-08
,Companhia Pernambucana de Gas - Copergas,https://www.fitchratings.com/entity/companhia-pernambucana-de-gas-copergas-96353577,National Long Term Rating,AA(bra),2025-08-19,Affirmed,Rating Outlook Stable,2026-06-08
,Intesa Sanpaolo Brasil S.A. - Banco Multiplo,https://www.fitchratings.com/entity/intesa-sanpaolo-brasil-sa-banco-multiplo-97233617,National Short Term Rating,F1+(bra),2025-08-15,Affirmed,,2026-06-08
,Intesa Sanpaolo Brasil S.A. - Banco Multiplo,https://www.fitchratings.com/entity/intesa-sanpaolo-brasil-sa-banco-multiplo-97233617,National Long Term Rating,AAA(bra),2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Credit Agricole Brasil S.A.,https://www.fitchratings.com/entity/banco-credit-agricole-brasil-sa-90520083,National Short Term Rating,F1+(bra),2025-08-15,Affirmed,,2026-06-08
,Banco Credit Agricole Brasil S.A.,https://www.fitchratings.com/entity/banco-credit-agricole-brasil-sa-90520083,National Long Term Rating,AAA(bra),2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Credit Agricole Brasil S.A.,https://www.fitchratings.com/entity/banco-credit-agricole-brasil-sa-90520083,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,Deutsche Bank S.A. - Banco Alemao,https://www.fitchratings.com/entity/deutsche-bank-sa-banco-alemao-80362444,National Short Term Rating,F1+(bra),2025-08-15,Affirmed,,2026-06-08
,Deutsche Bank S.A. - Banco Alemao,https://www.fitchratings.com/entity/deutsche-bank-sa-banco-alemao-80362444,National Long Term Rating,AAA(bra),2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,Deutsche Bank S.A. - Banco Alemao,https://www.fitchratings.com/entity/deutsche-bank-sa-banco-alemao-80362444,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,"Rio de Janeiro, City of",https://www.fitchratings.com/entity/rio-de-janeiro-city-of-90518082,Long Term Issuer Default Rating,BB,2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,"Rio de Janeiro, City of",https://www.fitchratings.com/entity/rio-de-janeiro-city-of-90518082,Short Term Issuer Default Rating,B,2025-08-15,Affirmed,,2026-06-08
,"Rio de Janeiro, City of",https://www.fitchratings.com/entity/rio-de-janeiro-city-of-90518082,National Short Term Rating,F1+(bra),2025-08-15,Affirmed,,2026-06-08
,"Rio de Janeiro, City of",https://www.fitchratings.com/entity/rio-de-janeiro-city-of-90518082,Local Currency Long Term Issuer Default Rating,BB,2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,"Rio de Janeiro, City of",https://www.fitchratings.com/entity/rio-de-janeiro-city-of-90518082,Local Currency Short Term Issuer Default Rating,B,2025-08-15,Affirmed,,2026-06-08
,"Rio de Janeiro, City of",https://www.fitchratings.com/entity/rio-de-janeiro-city-of-90518082,Standalone Credit Profile,bb,2025-08-15,Affirmed,,2026-06-08
,"Rio de Janeiro, City of",https://www.fitchratings.com/entity/rio-de-janeiro-city-of-90518082,National Long Term Rating,AA+(bra),2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,Rio de Janeiro. State of,https://www.fitchratings.com/entity/rio-de-janeiro-state-of-90803890,Long Term Issuer Default Rating,BB,2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,Rio de Janeiro. State of,https://www.fitchratings.com/entity/rio-de-janeiro-state-of-90803890,Short Term Issuer Default Rating,B,2025-08-15,Affirmed,,2026-06-08
,Rio de Janeiro. State of,https://www.fitchratings.com/entity/rio-de-janeiro-state-of-90803890,Local Currency Long Term Issuer Default Rating,BB,2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,Rio de Janeiro. State of,https://www.fitchratings.com/entity/rio-de-janeiro-state-of-90803890,National Short Term Rating,F1+(bra),2025-08-15,Affirmed,,2026-06-08
,Rio de Janeiro. State of,https://www.fitchratings.com/entity/rio-de-janeiro-state-of-90803890,Local Currency Short Term Issuer Default Rating,B,2025-08-15,Affirmed,,2026-06-08
,Rio de Janeiro. State of,https://www.fitchratings.com/entity/rio-de-janeiro-state-of-90803890,Standalone Credit Profile,ccc-,2025-08-15,Affirmed,,2026-06-08
,Rio de Janeiro. State of,https://www.fitchratings.com/entity/rio-de-janeiro-state-of-90803890,National Long Term Rating,AAA(bra),2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Societe Generale Brasil S.A.,https://www.fitchratings.com/entity/banco-societe-generale-brasil-sa-88390855,National Short Term Rating,F1+(bra),2025-08-15,Affirmed,,2026-06-08
,Banco Societe Generale Brasil S.A.,https://www.fitchratings.com/entity/banco-societe-generale-brasil-sa-88390855,National Long Term Rating,AAA(bra),2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Societe Generale Brasil S.A.,https://www.fitchratings.com/entity/banco-societe-generale-brasil-sa-88390855,Support Rating,WD,2015-10-21,Withdrawn,,2026-06-08
,Banco Societe Generale Brasil S.A.,https://www.fitchratings.com/entity/banco-societe-generale-brasil-sa-88390855,Long Term Issuer Default Rating,WD,2015-10-21,Withdrawn,,2026-06-08
,Banco Societe Generale Brasil S.A.,https://www.fitchratings.com/entity/banco-societe-generale-brasil-sa-88390855,Short Term Issuer Default Rating,WD,2015-10-21,Withdrawn,,2026-06-08
,Banco Societe Generale Brasil S.A.,https://www.fitchratings.com/entity/banco-societe-generale-brasil-sa-88390855,Local Currency Long Term Issuer Default Rating,WD,2015-10-21,Withdrawn,,2026-06-08
,Banco Societe Generale Brasil S.A.,https://www.fitchratings.com/entity/banco-societe-generale-brasil-sa-88390855,Local Currency Short Term Issuer Default Rating,WD,2015-10-21,Withdrawn,,2026-06-08
,Banco Societe Generale Brasil S.A.,https://www.fitchratings.com/entity/banco-societe-generale-brasil-sa-88390855,Viability Rating,WD,2012-03-28,Withdrawn,,2026-06-08
,Banco Societe Generale Brasil S.A.,https://www.fitchratings.com/entity/banco-societe-generale-brasil-sa-88390855,Individual Rating,WD,2012-01-25,Withdrawn,,2026-06-08
,Banco BNP Paribas Brasil S.A.,https://www.fitchratings.com/entity/banco-bnp-paribas-brasil-sa-96216745,National Short Term Rating,F1+(bra),2025-08-15,Affirmed,,2026-06-08
,Banco BNP Paribas Brasil S.A.,https://www.fitchratings.com/entity/banco-bnp-paribas-brasil-sa-96216745,National Long Term Rating,AAA(bra),2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,Banco De Investimentos UBS (Brasil) S.A.,https://www.fitchratings.com/entity/banco-de-investimentos-credit-suisse-brasil-sa-82443519,National Short Term Rating,F1+(bra),2025-08-15,Affirmed,,2026-06-08
,Banco De Investimentos UBS (Brasil) S.A.,https://www.fitchratings.com/entity/banco-de-investimentos-credit-suisse-brasil-sa-82443519,National Long Term Rating,AAA(bra),2025-08-15,Affirmed,Rating Outlook Stable,2026-06-08
,Banco De Investimentos UBS (Brasil) S.A.,https://www.fitchratings.com/entity/banco-de-investimentos-credit-suisse-brasil-sa-82443519,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,Pottencial Seguradora S.A.,https://www.fitchratings.com/entity/pottencial-seguradora-s-a-91880919,National Long Term Insurer Financial Strength,A+(bra),2025-08-14,Affirmed,Rating Outlook Stable,2026-06-08
,Opy Healthcare Gestao de Ativos e Investimentos S.A.,https://www.fitchratings.com/entity/opy-healthcare-gestao-de-ativos-e-investimentos-sa-97757705,National Long Term Rating,A(bra),2025-08-13,New Rating,Rating Outlook Stable,2026-06-08
,OZN Health SPE S.A.,https://www.fitchratings.com/entity/ozn-health-spe-sa-97757731,National Long Term Rating,A(bra),2025-08-13,New Rating,Rating Outlook Stable,2026-06-08
,Parana Banco S.A.,https://www.fitchratings.com/entity/parana-banco-sa-87015752,National Short Term Rating,F1+(bra),2025-08-12,Affirmed,,2026-06-08
,Parana Banco S.A.,https://www.fitchratings.com/entity/parana-banco-sa-87015752,National Long Term Rating,AA-(bra),2025-08-12,Affirmed,Rating Outlook Stable,2026-06-08
,Parana Banco S.A.,https://www.fitchratings.com/entity/parana-banco-sa-87015752,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,Companhia Paraibana de Gas PBGAS,https://www.fitchratings.com/entity/companhia-paraibana-de-gas-pbgas-97518314,National Long Term Rating,A(bra),2025-08-11,Affirmed,Rating Outlook Negative,2026-06-08
,Iguatemi S.A.,https://www.fitchratings.com/entity/iguatemi-sa-97371311,National Long Term Rating,AAA(bra),2025-08-11,Affirmed,Rating Outlook Stable,2026-06-08
,Iguatemi Empresa de Shopping Centers S.A.,https://www.fitchratings.com/entity/iguatemi-empresa-de-shopping-centers-sa-91834892,National Long Term Rating,AAA(bra),2025-08-11,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Agibank S.A.,https://www.fitchratings.com/entity/banco-agibank-sa-96590852,National Long Term Rating,AA-(bra),2025-08-08,Upgrade,Rating Outlook Positive,2026-06-08
,Banco Agibank S.A.,https://www.fitchratings.com/entity/banco-agibank-sa-96590852,National Short Term Rating,F1+(bra),2025-08-08,Upgrade,,2026-06-08
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,Long Term Issuer Default Rating,BB-,2025-08-08,Affirmed,Rating Outlook Stable,2026-06-08
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,Short Term Issuer Default Rating,B,2025-08-08,Affirmed,,2026-06-08
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,Government Support Rating,ns,2025-08-08,Affirmed,,2026-06-08
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,National Long Term Rating,A(bra),2025-08-08,Affirmed,Rating Outlook Positive,2026-06-08
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,Local Currency Short Term Issuer Default Rating,B,2025-08-08,Affirmed,,2026-06-08
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,Viability Rating,bb-,2025-08-08,Affirmed,,2026-06-08
,Banco BMG S.A.,https://www.fitchratings.com/entity/banco-bmg-sa-80543435,National Short Term Rating,F1(bra),2025-08-08,Affirmed,,2026-06-08
