data_captura,no_entidade,link,Tipo de Rating,Rating,Data da Ação de Rating,Ação de Rating,CreditWatch/ Perspectiva,dt_captura
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,Local Currency Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,Local Currency Long Term Issuer Default Rating,BB+,2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,National Long Term Rating,AAA(bra),2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,Support Rating,WD,2022-01-24,Withdrawn,,2026-06-08
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,Support Rating Floor,WD,2022-01-24,Withdrawn,,2026-06-08
,Banco Bradesco S.A.,https://www.fitchratings.com/entity/banco-bradesco-sa-80089720,Individual Rating,WD,2012-01-25,Withdrawn,,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,Long Term Issuer Default Rating,BB,2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,National Long Term Rating,AAA(bra),2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,Government Support Rating,bb,2025-12-12,Affirmed,,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,Local Currency Short Term Issuer Default Rating,B,2025-12-12,Affirmed,,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,Local Currency Long Term Issuer Default Rating,BB,2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,Viability Rating,bb,2025-12-12,Affirmed,,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,National Short Term Rating,F1+(bra),2025-12-12,Affirmed,,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,Support Rating Floor,WD,2022-06-01,Withdrawn,,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,Support Rating,WD,2022-06-01,Withdrawn,,2026-06-08
,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80089721,Individual Rating,WD,2012-01-25,Withdrawn,,2026-06-08
,TOTVS S.A.,https://www.fitchratings.com/entity/totvs-sa-96738486,National Long Term Rating,AAA(bra),2025-12-12,Affirmed,Rating Outlook Stable,2026-06-08
,Grupo Fartura de Hortifrut S.A.,https://www.fitchratings.com/entity/grupo-fartura-de-hortifrut-sa-97263297,National Long Term Rating,A-(bra),2025-12-11,Review - No Action,Rating Outlook Stable,2026-06-08
,Nova Transportadora do Sudeste S.A. - NTS,https://www.fitchratings.com/entity/nova-transportadora-do-sudeste-sa-nts-96606450,National Long Term Rating,AAA(bra),2025-12-11,Affirmed,Rating Outlook Stable,2026-06-08
,Equatorial Transmissao S.A.,https://www.fitchratings.com/entity/equatorial-transmissao-sa-97153792,National Long Term Rating,AAA(bra),2025-12-05,Upgrade,Rating Outlook Stable,2026-06-08
,Unipar Carbocloro S.A.,https://www.fitchratings.com/entity/unipar-carbocloro-sa-96594045,National Long Term Rating,AA+(bra),2025-12-05,Affirmed,Rating Outlook Positive,2026-06-08
,"B3 S.A. Brasil, Bolsa, Balcao",https://www.fitchratings.com/entity/b3-sa-brasil-bolsa-balcao-97156065,Long Term Issuer Default Rating,BB+,2025-12-05,Affirmed,Rating Outlook Stable,2026-06-08
,"B3 S.A. Brasil, Bolsa, Balcao",https://www.fitchratings.com/entity/b3-sa-brasil-bolsa-balcao-97156065,Short Term Issuer Default Rating,B,2025-12-05,Affirmed,,2026-06-08
,"B3 S.A. Brasil, Bolsa, Balcao",https://www.fitchratings.com/entity/b3-sa-brasil-bolsa-balcao-97156065,National Long Term Rating,AAA(bra),2025-12-05,Affirmed,Rating Outlook Stable,2026-06-08
,"B3 S.A. Brasil, Bolsa, Balcao",https://www.fitchratings.com/entity/b3-sa-brasil-bolsa-balcao-97156065,Local Currency Short Term Issuer Default Rating,B,2025-12-05,Affirmed,,2026-06-08
,"B3 S.A. Brasil, Bolsa, Balcao",https://www.fitchratings.com/entity/b3-sa-brasil-bolsa-balcao-97156065,National Short Term Rating,F1+(bra),2025-12-05,Affirmed,,2026-06-08
,"B3 S.A. Brasil, Bolsa, Balcao",https://www.fitchratings.com/entity/b3-sa-brasil-bolsa-balcao-97156065,Local Currency Long Term Issuer Default Rating,BB+,2025-12-05,Affirmed,Rating Outlook Stable,2026-06-08
,Lar Cooperativa Agroindustrial,https://www.fitchratings.com/entity/lar-cooperativa-agroindustrial-97224267,National Long Term Rating,A(bra),2025-12-04,Affirmed,Rating Outlook Stable,2026-06-08
,Saneamento de Goias S.A. (Saneago),https://www.fitchratings.com/entity/saneamento-de-goias-sa-saneago-80361245,National Long Term Rating,AA(bra),2025-12-04,Affirmed,Rating Outlook Stable,2026-06-08
,Saneamento de Goias S.A. (Saneago),https://www.fitchratings.com/entity/saneamento-de-goias-sa-saneago-80361245,National Short Term Rating,NR,2003-03-26,Withdrawn,,2026-06-08
,GSH Corp Participacoes S.A.,https://www.fitchratings.com/entity/gsh-corp-participacoes-sa-97344983,National Long Term Rating,A+(bra),2025-11-26,Downgrade,Rating Outlook Stable,2026-06-08
,Spic Brasil Energia Participacoes S.A.,https://www.fitchratings.com/entity/spic-brasil-energia-participacoes-sa-97786085,National Long Term Rating,AAA(bra),2025-11-26,New Rating,Rating Outlook Stable,2026-06-08
,UHE Sao Simao Energia S.A.,https://www.fitchratings.com/entity/uhe-sao-simao-energia-sa-97786623,National Long Term Rating,AAA(bra),2025-11-26,New Rating,Rating Outlook Stable,2026-06-08
,Ser Educacional S.A.,https://www.fitchratings.com/entity/ser-educacional-sa-96163650,National Long Term Rating,AA(bra),2025-11-25,Affirmed,Rating Outlook Stable,2026-06-08
,Vertera Holding S.A.,https://www.fitchratings.com/entity/vertera-holding-sa-97587318,National Short Term Rating,F1+(bra),2025-11-24,Publish,,2026-06-08
,Vertera Holding S.A.,https://www.fitchratings.com/entity/vertera-holding-sa-97587318,National Long Term Rating,A+(bra),2025-11-24,Publish,Rating Outlook Positive,2026-06-08
,Origem Energia S.A,https://www.fitchratings.com/entity/origem-energia-sa-97554715,National Long Term Rating,A(bra),2025-11-24,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Andbank (Brasil) S.A.,https://www.fitchratings.com/entity/banco-andbank-brasil-sa-97051967,National Long Term Rating,WD(bra),2025-11-21,Withdrawn,,2026-06-08
,Banco Andbank (Brasil) S.A.,https://www.fitchratings.com/entity/banco-andbank-brasil-sa-97051967,National Short Term Rating,WD(bra),2025-11-21,Withdrawn,,2026-06-08
,Banco Master S.A.,https://www.fitchratings.com/entity/banco-master-sa-97092715,Local Currency Short Term Issuer Default Rating,WD,2025-11-19,Withdrawn,,2026-06-08
,Banco Master S.A.,https://www.fitchratings.com/entity/banco-master-sa-97092715,Long Term Issuer Default Rating,WD,2025-11-19,Withdrawn,,2026-06-08
,Banco Master S.A.,https://www.fitchratings.com/entity/banco-master-sa-97092715,Viability Rating,WD,2025-11-19,Withdrawn,,2026-06-08
,Banco Master S.A.,https://www.fitchratings.com/entity/banco-master-sa-97092715,National Short Term Rating,WD(bra),2025-11-19,Withdrawn,,2026-06-08
,Banco Master S.A.,https://www.fitchratings.com/entity/banco-master-sa-97092715,National Long Term Rating,WD(bra),2025-11-19,Withdrawn,,2026-06-08
,Banco Master S.A.,https://www.fitchratings.com/entity/banco-master-sa-97092715,Government Support Rating,WD,2025-11-19,Withdrawn,,2026-06-08
,Banco Master S.A.,https://www.fitchratings.com/entity/banco-master-sa-97092715,Short Term Issuer Default Rating,WD,2025-11-19,Withdrawn,,2026-06-08
,Banco Master S.A.,https://www.fitchratings.com/entity/banco-master-sa-97092715,Local Currency Long Term Issuer Default Rating,WD,2025-11-19,Withdrawn,,2026-06-08
,Sicoob Distribuidora de Titulos e Valores Mobiliarios Ltda.,https://www.fitchratings.com/entity/bancoob-distribuidora-de-titulos-e-valores-mobiliarios-ltda-94430690,Investment Management Quality Rating,Strong,2025-11-19,Affirmed,Rating Outlook Stable,2026-06-08
,Sicoob Distribuidora de Titulos e Valores Mobiliarios Ltda.,https://www.fitchratings.com/entity/bancoob-distribuidora-de-titulos-e-valores-mobiliarios-ltda-94430690,Asset Manager Rating,WD,2017-03-06,Withdrawn,,2026-06-08
,AXIA Energia Nordeste S.A.,https://www.fitchratings.com/entity/companhia-hidro-eletrica-do-sao-francisco-sa-95763491,National Long Term Rating,AA(bra),2025-11-17,Affirmed,Rating Outlook Positive,2026-06-08
,Solar Bebidas S.A.,https://www.fitchratings.com/entity/solar-bebidas-sa-97327228,National Long Term Rating,AAA(bra),2025-11-17,Review - No Action,Rating Outlook Stable,2026-06-08
,Norsa Refrigerantes S.A.,https://www.fitchratings.com/entity/norsa-refrigerantes-sa-96784265,National Long Term Rating,AAA(bra),2025-11-17,Review - No Action,Rating Outlook Stable,2026-06-08
,Prio Forte S.A.,https://www.fitchratings.com/entity/prio-forte-sa-97708380,National Long Term Rating,AAA(bra),2025-11-14,Affirmed,Rating Outlook Stable,2026-06-08
,Bradesco Asset Management,https://www.fitchratings.com/entity/bram-bradesco-asset-management-sa-distribuidora-de-titulos-e-valores-mobiliarios-96509631,Investment Management Quality Rating,Excellent,2025-11-04,Affirmed,Rating Outlook Stable,2026-06-08
,Motiva Infraestrutura de Mobilidade S.A.,https://www.fitchratings.com/entity/ccr-sa-80614467,National Long Term Rating,AAA(bra),2025-10-31,Affirmed,Rating Outlook Stable,2026-06-08
,Igua Saneamento S.A.,https://www.fitchratings.com/entity/igua-saneamento-sa-92892096,National Long Term Rating,A+(bra),2025-10-30,New Rating,Rating Outlook Stable,2026-06-08
,Itausa S.A.,https://www.fitchratings.com/entity/itausa-sa-97407242,National Long Term Rating,AAA(bra),2025-10-30,Affirmed,Rating Outlook Stable,2026-06-08
,Itausa S.A.,https://www.fitchratings.com/entity/itausa-sa-97407242,National Short Term Rating,F1+(bra),2025-10-30,Affirmed,,2026-06-08
,Companhia de Agua e Esgoto do Ceara - CAGECE,https://www.fitchratings.com/entity/companhia-de-agua-e-esgoto-do-ceara-cagece-97073066,National Long Term Rating,AA-(bra),2025-10-30,Affirmed,Rating Outlook Stable,2026-06-08
,"Mercado Credito Sociedade de Credito, Financiamento e Investimento S.A.",https://www.fitchratings.com/entity/mercado-credito-sociedade-de-credito-financiamento-e-investimento-sa-97173030,National Short Term Rating,F1+(bra),2025-10-29,Affirmed,,2026-06-08
,"Mercado Credito Sociedade de Credito, Financiamento e Investimento S.A.",https://www.fitchratings.com/entity/mercado-credito-sociedade-de-credito-financiamento-e-investimento-sa-97173030,National Long Term Rating,AAA(bra),2025-10-29,Affirmed,Rating Outlook Stable,2026-06-08
,Mercado Pago Instituicao de Pagamento Ltda.,https://www.fitchratings.com/entity/mercadopagocom-representacoes-ltda-97074397,National Short Term Rating,F1+(bra),2025-10-29,New Rating,,2026-06-08
,Mercado Pago Instituicao de Pagamento Ltda.,https://www.fitchratings.com/entity/mercadopagocom-representacoes-ltda-97074397,National Long Term Rating,AAA(bra),2025-10-29,Affirmed,Rating Outlook Stable,2026-06-08
,Centrais Eletricas de Santa Catarina S.A.,https://www.fitchratings.com/entity/centrais-eletricas-de-santa-catarina-sa-88576124,National Long Term Rating,AA(bra),2025-10-27,Affirmed,Rating Outlook Stable,2026-06-08
,Celesc Geracao S.A.,https://www.fitchratings.com/entity/celesc-geracao-sa-96258686,National Long Term Rating,AA(bra),2025-10-27,Affirmed,Rating Outlook Stable,2026-06-08
,Celesc Distribuicao S.A,https://www.fitchratings.com/entity/celesc-distribuicao-sa-90866490,National Long Term Rating,AA(bra),2025-10-27,Affirmed,Rating Outlook Stable,2026-06-08
,Veste S.A. Estilo,https://www.fitchratings.com/entity/restoque-comercio-e-confeccoes-de-roupas-sa-93935490,National Long Term Rating,BBB(bra),2025-10-24,Affirmed,Rating Outlook Negative,2026-06-08
,CPX Distribuidora S.A.,https://www.fitchratings.com/entity/cpx-distribuidora-sa-97294988,National Long Term Rating,A-(bra),2025-10-24,Affirmed,Rating Outlook Positive,2026-06-08
,CP Comercial S.A.,https://www.fitchratings.com/entity/cp-comercial-sa-97294985,National Long Term Rating,A-(bra),2025-10-24,Affirmed,Rating Outlook Positive,2026-06-08
,ITR Comercio de Pneus e Pecas S.A.,https://www.fitchratings.com/entity/itr-comercio-de-pneus-e-pecas-sa-97295033,National Long Term Rating,A-(bra),2025-10-24,Affirmed,Rating Outlook Positive,2026-06-08
,MercadoLivre.com Atividades de Internet Ltda.,https://www.fitchratings.com/entity/mercadolivrecom-atividades-de-internet-ltda-97074420,National Long Term Rating,AAA(bra),2025-10-23,Affirmed,Rating Outlook Stable,2026-06-08
,Emergencia Participacoes S.A.,https://www.fitchratings.com/entity/emergencia-participacoes-sa-97417637,National Long Term Rating,D(bra),2025-10-22,Downgrade,,2026-06-08
,Environmental ESG Participacoes S.A.,https://www.fitchratings.com/entity/environmental-esg-participacoes-sa-97452640,National Long Term Rating,D(bra),2025-10-22,Downgrade,,2026-06-08
,Highline do Brasil II Infraestrutura de Telecomunicacoes S.A.,https://www.fitchratings.com/entity/highline-do-brasil-ii-infraestrutura-de-telecomunicacoes-sa-97294139,National Long Term Rating,A-(bra),2025-10-22,Affirmed,Rating Outlook Negative,2026-06-08
,Banco Cooperativo Sicoob S.A. - Banco Sicoob,https://www.fitchratings.com/entity/banco-cooperativo-do-brasil-sa-80543444,National Long Term Rating,AAA(bra),2025-10-20,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Cooperativo Sicoob S.A. - Banco Sicoob,https://www.fitchratings.com/entity/banco-cooperativo-do-brasil-sa-80543444,National Short Term Rating,F1+(bra),2025-10-20,Affirmed,,2026-06-08
,Banco Cooperativo Sicoob S.A. - Banco Sicoob,https://www.fitchratings.com/entity/banco-cooperativo-do-brasil-sa-80543444,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,Banco Cooperativo Sicredi S.A.,https://www.fitchratings.com/entity/banco-cooperativo-sicredi-sa-93581090,National Long Term Rating,AAA(bra),2025-10-20,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Cooperativo Sicredi S.A.,https://www.fitchratings.com/entity/banco-cooperativo-sicredi-sa-93581090,National Short Term Rating,F1+(bra),2025-10-20,Affirmed,,2026-06-08
,Companhia de Aguas e Esgotos do Rio Grande do Norte,https://www.fitchratings.com/entity/companhia-de-aguas-e-esgotos-do-rio-grande-do-norte-97435040,National Long Term Rating,A+(bra),2025-10-17,Affirmed,Rating Outlook Stable,2026-06-08
,Eneva S.A.,https://www.fitchratings.com/entity/eneva-sa-96740180,National Long Term Rating,AAA(bra),2025-10-16,Affirmed,Rating Outlook Stable,2026-06-08
,Banco C6 Consignado S.A.,https://www.fitchratings.com/entity/banco-ficsa-sa-80543453,National Short Term Rating,F1(bra),2025-10-14,New Rating,,2026-06-08
,Banco C6 Consignado S.A.,https://www.fitchratings.com/entity/banco-ficsa-sa-80543453,National Long Term Rating,A+(bra),2025-10-14,New Rating,Rating Outlook Positive,2026-06-08
,Banco C6 Consignado S.A.,https://www.fitchratings.com/entity/banco-ficsa-sa-80543453,Support Rating,NR,2004-11-25,Withdrawn,,2026-06-08
,Travelex Banco de Cambio S.A.,https://www.fitchratings.com/entity/travelex-banco-de-cambio-sa-97542103,National Long Term Rating,BBB(bra),2025-10-09,Affirmed,Rating Outlook Stable,2026-06-08
,Travelex Banco de Cambio S.A.,https://www.fitchratings.com/entity/travelex-banco-de-cambio-sa-97542103,National Short Term Rating,F2(bra),2025-10-09,Affirmed,,2026-06-08
,Banco Rendimento S.A.,https://www.fitchratings.com/entity/banco-rendimento-sa-80543471,National Short Term Rating,F1+(bra),2025-10-09,Affirmed,,2026-06-08
,Banco Rendimento S.A.,https://www.fitchratings.com/entity/banco-rendimento-sa-80543471,National Long Term Rating,AA-(bra),2025-10-09,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Rendimento S.A.,https://www.fitchratings.com/entity/banco-rendimento-sa-80543471,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,Banco Fibra S.A.,https://www.fitchratings.com/entity/banco-fibra-sa-80360734,Long Term Issuer Default Rating,B+,2025-10-09,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Fibra S.A.,https://www.fitchratings.com/entity/banco-fibra-sa-80360734,Short Term Issuer Default Rating,B,2025-10-09,Affirmed,,2026-06-08
,Banco Fibra S.A.,https://www.fitchratings.com/entity/banco-fibra-sa-80360734,Local Currency Long Term Issuer Default Rating,B+,2025-10-09,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Fibra S.A.,https://www.fitchratings.com/entity/banco-fibra-sa-80360734,Local Currency Short Term Issuer Default Rating,B,2025-10-09,Affirmed,,2026-06-08
,Banco Fibra S.A.,https://www.fitchratings.com/entity/banco-fibra-sa-80360734,National Long Term Rating,BBB+(bra),2025-10-09,Affirmed,Rating Outlook Stable,2026-06-08
,Banco Fibra S.A.,https://www.fitchratings.com/entity/banco-fibra-sa-80360734,Viability Rating,b+,2025-10-09,Affirmed,,2026-06-08
,Banco Fibra S.A.,https://www.fitchratings.com/entity/banco-fibra-sa-80360734,National Short Term Rating,F2(bra),2025-10-09,Affirmed,,2026-06-08
,Banco Fibra S.A.,https://www.fitchratings.com/entity/banco-fibra-sa-80360734,Government Support Rating,ns,2025-10-09,Affirmed,,2026-06-08
,Banco Fibra S.A.,https://www.fitchratings.com/entity/banco-fibra-sa-80360734,Support Rating,WD,2022-03-11,Withdrawn,,2026-06-08
,Banco Fibra S.A.,https://www.fitchratings.com/entity/banco-fibra-sa-80360734,Support Rating Floor,WD,2022-03-11,Withdrawn,,2026-06-08
,Vitru Educacao S.A.,https://www.fitchratings.com/entity/vitru-brasil-empreendimentos-participacoes-e-comercio-sa-97548344,National Long Term Rating,AA(bra),2025-10-08,Review - No Action,Rating Outlook Stable,2026-06-08
